Label,Text,Predicted_Label
spam,"""Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send """"go stop"""" to 89123""",spam
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",ham
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ham
ham,"""""""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""""""",ham
ham,Hey u still at the gym?,ham
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
ham,Much better now thanks lol,ham
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
ham,Wa... U so efficient... Gee... Thanx...,ham
spam,3. You have received your mobile content. Enjoy,spam
ham,S but not able to sleep.,ham
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam
ham,We will meet soon princess! Ttyl!,ham
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham
ham,Oh :-)only 4 outside players allowed to play know,ham
ham,I anything lor.,ham
ham,Erutupalam thandiyachu,ham
ham,"Y cant u try new invention to fly..i'm not joking.,",ham
ham,No..its ful of song lyrics..,ham
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham
ham,Shopping? Eh ger i toking abt syd leh...Haha,ham
ham,What not under standing.,ham
ham,have * good weekend.,ham
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
ham,Call me when you get the chance plz &lt;3,ham
ham,The new deus ex game comin early next yr,ham
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
ham,Probably a couple hours tops,ham
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
ham,Man this bus is so so so slow. I think you're gonna get there before me,ham
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham
ham,Ok,ham
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",spam
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
ham,Nvm take ur time.,ham
ham,So wat's da decision?,ham
ham,Wot is u up 2 then bitch?,ham
ham,Stupid.its not possible,ham
ham,She told to hr that he want posting in chennai:)because i'm working here:),ham
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
ham,When are you guys leaving?,ham
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,ham
ham,Not able to do anything.,ham
ham,Ü takin linear algebra today?,ham
ham,This weekend is fine (an excuse not to do too much decorating),ham
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham
ham,Now project pa. After that only i can come.,ham
spam,Money i have won wining number 946 wot do i do next,ham
ham,"Sure, whenever you show the fuck up &gt;:(",ham
ham,That was random saw my old roomate on campus. He graduated,ham
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
ham,Hi good mornin.. Thanku wish u d same..,ham
ham,DO U WANT 2 MEET UP 2MORRO,ham
ham,Actually I decided I was too hungry so I haven't left yet :V,ham
ham,I've sent ü my part..,ham
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",ham
ham,Understand. his loss is my gain :) so do you work? School?,ham
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
ham,"Hiya, probably coming home * weekend after next",ham
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,ham
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,ham
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
ham,I have no money 4 steve mate! !,ham
ham,IM LATE TELLMISS IM ON MY WAY,ham
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
ham,Normally i use to drink more water daily:),ham
ham,Dare i ask... Any luck with sorting out the car?,ham
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam
ham,I've been trying to reach him without success,ham
ham,when you and derek done with class?,ham
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,ham
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,ham
ham,Hope you are having a good week. Just checking in,ham
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",ham
ham,"""""""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x""""""",ham
ham,Great. Have a safe trip. Dont panic surrender all.,ham
ham,"""""""SYMPTOMS"""" when U are in love: """"1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",ham
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,ham
ham,Try to do something dear. You read something for exams,ham
ham,"""7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st """"Ur Lovely Friendship""""... good morning dear""",ham
ham,Gettin rdy to ship comp,ham
ham,I am in hospital da. . I will return home in evening,ham
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
ham,Think + da. You wil do.,ham
ham,I'm awake oh. What's up.,ham
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,ham
ham,How much u trying to get?,ham
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
ham,Tell me again what your address is,ham
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
ham,But you were together so you should be thinkin about him,ham
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham
ham,At WHAT TIME should i come tomorrow,ham
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
ham,"""""""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE """"""",ham
ham,Omg how did u know what I ate?,ham
spam,"""""""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""""""",spam
ham,:( but your not here....,ham
ham,Not directly behind... Abt 4 rows behind ü...,ham
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
ham,No plans yet. What are you doing ?,ham
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
ham,Not course. Only maths one day one chapter with in one month we can finish.,ham
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham
ham,Have you not finished work yet or something?,ham
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
ham,Right it wasnt you who phoned it was someone with a number like yours!,ham
ham,It's ok i wun b angry. Msg u aft i come home tonight.,ham
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
ham,Yo sorry was in the shower sup,ham
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham
ham,Full heat pa:-) i have applyed oil pa.,ham
ham,I'm stuck in da middle of da row on da right hand side of da lt...,ham
ham,Have you laid your airtel line to rest?,spam
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,ham
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
ham,"""""""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""""""",ham
ham,And I don't plan on staying the night but I prolly won't be back til late,ham
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",ham
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham
ham,We live in the next  &lt;#&gt; mins,ham
ham,Y de asking like this.,ham
ham,Just glad to be talking to you.,ham
ham,Wat time ü finish?,ham
ham,Sorry da. I gone mad so many pending works what to do.,ham
ham,How much you got for cleaning,ham
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ham
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
ham,Ü called dad oredi...,ham
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
ham,"Sorry, I'll call later In meeting.",ham
ham,THIS IS A LONG FUCKIN SHOWR,ham
ham,"Received, understood n acted upon!",ham
ham,They finally came to fix the ceiling.,ham
ham,"""U need my presnts always bcz U cant mis love. """"jeevithathile irulinae neekunna prakasamanu sneham"""" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",ham
ham,Jus finish blowing my hair. U finish dinner already?,ham
ham,I'm on the bus. Love you,ham
ham,Lol ... I knew that .... I saw him in the dollar store,ham
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam
ham,Only saturday and sunday holiday so its very difficult:),ham
ham,Everybody had fun this evening. Miss you.,ham
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
ham,"I'm in a meeting, call me later at",ham
ham,Oh wow thats gay. Will firmware update help,ham
ham,These won't do. Have to move on to morphine,ham
ham,How come i din c ü... Yup i cut my hair...,ham
ham,K k pa Had your lunch aha.,ham
ham,Oh ho. Is this the first time u use these type of words,ham
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
ham,Of course. I guess god's just got me on hold right now.,ham
ham,Do you hide anythiing or keeping distance from me,ham
ham,Havent.,ham
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
ham,Sorry i din lock my keypad.,ham
ham,Did u got that persons story,ham
ham,Are you planning to come chennai?,ham
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham
ham,We are okay. Going to sleep now. Later,ham
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",spam
ham,"""Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to """"DRINK"""". . . But don't """"DRIVE """"""",ham
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam
ham,Where r e meeting tmr?,ham
ham,Lol yes. But it will add some spice to your day.,ham
ham,Hope you are having a great day.,ham
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham
ham,"K, I'll work something out",ham
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,ham
ham,I cant pick the phone right now. Pls send a message,ham
ham,You call him and tell now infront of them. Call him now.,ham
ham,Ok no prob...,ham
ham,Ladies first and genus second k .,ham
ham,No. Yes please. Been swimming?,ham
ham,Mum not going robinson already.,ham
ham,Ok set let u noe e details later...,ham
ham,Not..tel software name..,ham
ham,I send the print  outs da.,ham
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,ham
ham,"""When I was born, GOD said, """"Oh No! Another IDIOT"""". When you were born, GOD said, """"OH No! COMPETITION"""". Who knew, one day these two will become FREINDS FOREVER!""",ham
ham,"I didnt get ur full msg..sometext is missing, send it again",ham
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",ham
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,ham
ham,I'm leaving my house now.,ham
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",ham
ham,Ü ready then call me...,ham
ham,Wewa is 130. Iriver 255. All 128 mb.,ham
ham,It is a good thing I'm now getting the connection to bw,ham
ham,Sry da..jst nw only i came to home..,ham
ham,"That's cool he'll be here all night, lemme know when you're around",ham
ham,Are you staying in town ?,ham
ham,"Haha yeah, 2 oz is kind of a shitload",ham
ham,Ok u can take me shopping when u get paid =D,ham
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham
ham,But pls dont play in others life.,ham
ham,Eatin my lunch...,ham
ham,Hmmm.but you should give it on one day..,ham
ham,"Didn't try, g and I decided not to head out",ham
ham,Ok no prob,ham
ham,Surly ill give it to you:-) while coming to review.,ham
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam
ham,A guy who gets used but is too dumb to realize it.,ham
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham
ham,Don no da:)whats you plan?,ham
ham,Yes fine,ham
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
ham,I liked the new mobile,spam
ham,Anytime...,ham
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
ham,Yar but they say got some error.,ham
ham,Hey anyway i have to :-),ham
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,ham
ham,Wif my family booking tour package.,ham
ham,"Did you say bold, then torch later. Or one torch and 2bold?",ham
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",ham
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
ham,Thats cool princess! I will cover your face in hot sticky cum :),ham
ham,Big brother‘s really scraped the barrel with this shower of social misfits,ham
ham,Oops i thk i dun haf enuff... I go check then tell ü..,ham
ham,S:)8 min to go for lunch:),ham
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham
ham,My uncles in Atlanta. Wish you guys a great semester.,ham
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,ham
ham,"Yup. Anything lor, if u dun wan it's ok...",ham
ham,"I'm home, my love ... If your still awake ... *loving kiss*",ham
ham,HELLO PEACH! MY CAKE TASTS LUSH!,ham
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam
ham,"There'll be a minor shindig at my place later tonight, you interested?",ham
ham,Jason says it's cool if we pick some up from his place in like an hour,ham
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,spam
ham,I've reached already.,ham
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham
ham,K:)eng rocking in ashes:),ham
ham,Wat time r ü going to xin's hostel?,ham
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
ham,Oh k:)after that placement there ah?,ham
ham,"Not for possession, especially not first offense",ham
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",ham
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
ham,We have pizza if u want,ham
ham,"""I keep seeing weird shit and bein all """"woah"""" then realising it's actually reasonable and I'm all """"oh""""""",ham
ham,Many more happy returns of the day. I wish you happy birthday.,ham
ham,Ya very nice. . .be ready on thursday,ham
ham,I am in hospital da. . I will return home in evening,ham
ham,"""""""Thinking of u ;) x""""""",ham
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
ham,Orh i tot u say she now still dun believe.,ham
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",ham
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
ham,Well boy am I glad G wasted all night at applebees for nothing,ham
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
ham,Ok lor... Or u wan me go look 4 u?,ham
ham,U wan 2 haf lunch i'm in da canteen now.,ham
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,spam
ham,I'm home. Doc gave me pain meds says everything is fine.,ham
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ham
ham,Me too! Have a lovely night xxx,ham
ham,Prepare to be pleasured :),ham
ham,Hi.:)technical support.providing assistance to us customer through call and email:),ham
ham,if you text on your way to cup stop that should work. And that should be BUS,ham
ham,Whens your radio show?,ham
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
ham,I'm not sure if its still available though,ham
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
ham,Hi..i got the money da:),ham
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
ham,Ok then u tell me wat time u coming later lor.,ham
ham,U repeat e instructions again. Wat's e road name of ur house?,ham
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
ham,Quite lor. But dun tell him wait he get complacent...,ham
ham,Sorry completely forgot * will pop em round this week if your still here?,ham
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,ham
ham,O we cant see if we can join denis and mina? Or does denis want alone time,ham
ham,Sen told that he is going to join his uncle finance in cbe,ham
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,ham
ham,"Call me, i am senthil from hsbc.",ham
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham
ham,Indeed and by the way it was either or - not both !,ham
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
ham,Holy living christ what is taking you so long,ham
ham,Ü thk of wat to eat tonight.,ham
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham
ham,We're on the opposite side from where we dropped you off,ham
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham
ham,Send me your resume:-),ham
ham,Gd luck 4 ur exams :-),ham
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
ham,Sorry that was my uncle. I.ll keep in touch,ham
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,ham
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam
ham,Just come home. I don't want u to be miserable,ham
ham,I dont know why she.s not getting your messages,ham
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
ham,Reverse is cheating. That is not mathematics.,ham
ham,How do you plan to manage that,ham
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",ham
ham,Sorry for the delay. Yes masters,ham
ham,Call me when u finish then i come n pick u.,ham
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
ham,"fyi I'm at usf now, swing by the room whenever",ham
ham,i can call in  &lt;#&gt;  min if thats ok,ham
